# Constants and Parameters

# Final flow velocity (u_f): 1000 (m/s) - The final velocity of the flow
# Initial particle velocity (u_0): 0 (m/s) - The initial velocity of the particle
# Particle radius (r_is): 1e-05 (m) - The radius of the particle
# Nozzle radius (r_n): 0.5 (m) - The radius of the nozzle
# Particle density (q): 7874 (kg/m^3) - The density of the particle
# Gas density (q_g): 1.2754 (kg/m^3) - The density of the gas
# Gas constant (R): 8.31446 (J/(kg*K)) - The specific gas constant
# Gamma: 1.4# Molar mass of air (M): 0.029 (kg/mol) - The molar mass of air
# Gas temperature (T): 300 (K) - The temperature of the gas
# Reference temperature (T_0): 291.15 (K) - The reference temperature for gas
# Reference viscosity (eta_0): 1.827e-05 (Pa*s) - The reference viscosity of the gas
# Specific heat capacity of the gas (Cp): 460 (J/(kg*K)) - The specific heat capacity of the gas
# Speed of sound (Sound speed): 347.011 (m/s) - The speed of sound in the gas
# Dynamic viscosity (Viscosity): 1.91093e-05 (Pa*s) - The dynamic viscosity of the gas






# i  t  v  x  h  fi
2714 0.0516073 906.182 40.1448 5.6282e-05 19.2309
2715 0.0516636 906.284 40.1958 5.6282e-05 19.2194
2716 0.0517198 906.385 40.2468 5.6282e-05 19.2079
2717 0.0517761 906.486 40.2978 5.6282e-05 19.1965
2718 0.0518324 906.587 40.3488 5.6282e-05 19.1851
2719 0.0518887 906.688 40.3998 5.6282e-05 19.1736
2720 0.051945 906.788 40.4509 5.6282e-05 19.1623
2721 0.0520013 906.889 40.5019 5.6282e-05 19.1509
2722 0.0520575 906.989 40.553 5.6282e-05 19.1395
2723 0.0521138 907.089 40.604 5.6282e-05 19.1282
2724 0.0521701 907.189 40.6551 6.19102e-05 19.1169
2725 0.052232 907.299 40.7112 6.19102e-05 19.1044
2726 0.0522939 907.408 40.7674 6.19102e-05 19.092
2727 0.0523558 907.518 40.8236 6.19102e-05 19.0796
2728 0.0524177 907.627 40.8798 6.19102e-05 19.0672
2729 0.0524797 907.736 40.936 6.19102e-05 19.0549
2730 0.0525416 907.845 40.9922 6.19102e-05 19.0425
2731 0.0526035 907.953 41.0484 6.19102e-05 19.0302
2732 0.0526654 908.061 41.1046 6.19102e-05 19.0179
2733 0.0527273 908.17 41.1608 6.19102e-05 19.0056
2734 0.0527892 908.278 41.217 6.19102e-05 18.9934
2735 0.0528511 908.385 41.2733 6.19102e-05 18.9811
2736 0.052913 908.493 41.3295 6.19102e-05 18.9689
2737 0.0529749 908.6 41.3858 6.19102e-05 18.9567
2738 0.0530368 908.707 41.442 6.19102e-05 18.9445
2739 0.0530988 908.814 41.4983 6.19102e-05 18.9324
2740 0.0531607 908.921 41.5545 6.19102e-05 18.9202
2741 0.0532226 909.028 41.6108 6.19102e-05 18.9081
2742 0.0532845 909.134 41.6671 6.19102e-05 18.896
2743 0.0533464 909.24 41.7234 6.19102e-05 18.8839
2744 0.0534083 909.346 41.7797 6.19102e-05 18.8719
2745 0.0534702 909.452 41.836 6.19102e-05 18.8598
2746 0.0535321 909.558 41.8923 6.19102e-05 18.8478
2747 0.053594 909.663 41.9486 6.19102e-05 18.8358
2748 0.0536559 909.769 42.0049 6.19102e-05 18.8238
2749 0.0537179 909.874 42.0613 6.19102e-05 18.8118
2750 0.0537798 909.978 42.1176 6.19102e-05 18.7999
2751 0.0538417 910.083 42.1739 6.19102e-05 18.788
2752 0.0539036 910.188 42.2303 6.19102e-05 18.7761
2753 0.0539655 910.292 42.2866 6.19102e-05 18.7642
2754 0.0540274 910.396 42.343 6.19102e-05 18.7523
2755 0.0540893 910.5 42.3994 6.19102e-05 18.7404
2756 0.0541512 910.604 42.4557 6.19102e-05 18.7286
2757 0.0542131 910.707 42.5121 6.19102e-05 18.7168
2758 0.054275 910.811 42.5685 6.19102e-05 18.705
2759 0.054337 910.914 42.6249 6.19102e-05 18.6932
2760 0.0543989 911.017 42.6813 6.19102e-05 18.6814
2761 0.0544608 911.12 42.7377 6.19102e-05 18.6697
2762 0.0545227 911.222 42.7941 6.19102e-05 18.658
2763 0.0545846 911.325 42.8505 6.19102e-05 18.6463
2764 0.0546465 911.427 42.9069 6.19102e-05 18.6346
2765 0.0547084 911.529 42.9634 6.19102e-05 18.6229
2766 0.0547703 911.631 43.0198 6.19102e-05 18.6113
2767 0.0548322 911.733 43.0762 6.19102e-05 18.5996
2768 0.0548941 911.834 43.1327 6.19102e-05 18.588
2769 0.0549561 911.936 43.1891 6.19102e-05 18.5764
2770 0.055018 912.037 43.2456 6.19102e-05 18.5648
2771 0.0550799 912.138 43.3021 6.19102e-05 18.5533
2772 0.0551418 912.239 43.3586 6.19102e-05 18.5417
2773 0.0552037 912.339 43.415 6.19102e-05 18.5302
2774 0.0552656 912.44 43.4715 6.19102e-05 18.5187
2775 0.0553275 912.54 43.528 6.19102e-05 18.5072
2776 0.0553894 912.64 43.5845 6.19102e-05 18.4957
2777 0.0554513 912.74 43.641 6.81012e-05 18.4843
2778 0.0555194 912.85 43.7032 6.81012e-05 18.4717
2779 0.0555875 912.96 43.7653 6.81012e-05 18.4591
2780 0.0556556 913.069 43.8275 6.81012e-05 18.4466
2781 0.0557237 913.178 43.8897 6.81012e-05 18.4341
2782 0.0557918 913.287 43.9519 6.81012e-05 18.4216
2783 0.0558599 913.396 44.0141 6.81012e-05 18.4091
2784 0.055928 913.504 44.0763 6.81012e-05 18.3967
2785 0.0559962 913.612 44.1385 6.81012e-05 18.3842
2786 0.0560643 913.72 44.2007 6.81012e-05 18.3718
2787 0.0561324 913.828 44.263 6.81012e-05 18.3594
2788 0.0562005 913.936 44.3252 6.81012e-05 18.3471
2789 0.0562686 914.043 44.3875 6.81012e-05 18.3347
2790 0.0563367 914.15 44.4497 6.81012e-05 18.3224
2791 0.0564048 914.257 44.512 6.81012e-05 18.3101
2792 0.0564729 914.364 44.5742 6.81012e-05 18.2978
2793 0.056541 914.471 44.6365 6.81012e-05 18.2855
2794 0.0566091 914.577 44.6988 6.81012e-05 18.2733
2795 0.0566772 914.683 44.7611 6.81012e-05 18.261
2796 0.0567453 914.789 44.8234 6.81012e-05 18.2488
2797 0.0568134 914.895 44.8857 6.81012e-05 18.2367
2798 0.0568815 915.001 44.948 6.81012e-05 18.2245
2799 0.0569496 915.106 45.0103 6.81012e-05 18.2123
2800 0.0570177 915.211 45.0726 6.81012e-05 18.2002
2801 0.0570858 915.316 45.1349 6.81012e-05 18.1881
2802 0.0571539 915.421 45.1973 6.81012e-05 18.176
2803 0.057222 915.526 45.2596 6.81012e-05 18.164
2804 0.0572901 915.63 45.322 6.81012e-05 18.1519
2805 0.0573582 915.734 45.3843 6.81012e-05 18.1399
2806 0.0574263 915.838 45.4467 6.81012e-05 18.1279
2807 0.0574944 915.942 45.5091 6.81012e-05 18.1159
2808 0.0575625 916.046 45.5715 6.81012e-05 18.1039
2809 0.0576306 916.149 45.6338 6.81012e-05 18.092
2810 0.0576987 916.252 45.6962 6.81012e-05 18.0801
2811 0.0577668 916.355 45.7586 6.81012e-05 18.0682
2812 0.0578349 916.458 45.821 6.81012e-05 18.0563
2813 0.057903 916.561 45.8835 6.81012e-05 18.0444
2814 0.0579711 916.663 45.9459 6.81012e-05 18.0326
2815 0.0580392 916.766 46.0083 6.81012e-05 18.0207
2816 0.0581073 916.868 46.0708 6.81012e-05 18.0089
2817 0.0581754 916.97 46.1332 6.81012e-05 17.9971
2818 0.0582435 917.071 46.1956 6.81012e-05 17.9853
2819 0.0583116 917.173 46.2581 6.81012e-05 17.9736
2820 0.0583797 917.274 46.3206 6.81012e-05 17.9619
2821 0.0584478 917.375 46.383 6.81012e-05 17.9501
2822 0.0585159 917.476 46.4455 6.81012e-05 17.9384
2823 0.058584 917.577 46.508 6.81012e-05 17.9268
2824 0.0586521 917.677 46.5705 6.81012e-05 17.9151
2825 0.0587202 917.778 46.633 6.81012e-05 17.9035
2826 0.0587883 917.878 46.6955 6.81012e-05 17.8919
2827 0.0588564 917.978 46.758 7.49113e-05 17.8802
2828 0.0589313 918.087 46.8268 7.49113e-05 17.8675
2829 0.0590062 918.197 46.8956 7.49113e-05 17.8548
2830 0.0590811 918.306 46.9643 7.49113e-05 17.8421
2831 0.059156 918.415 47.0331 7.49113e-05 17.8294
2832 0.059231 918.524 47.1019 7.49113e-05 17.8168
2833 0.0593059 918.633 47.1708 7.49113e-05 17.8041
2834 0.0593808 918.741 47.2396 7.49113e-05 17.7915
2835 0.0594557 918.849 47.3084 7.49113e-05 17.7789
2836 0.0595306 918.957 47.3772 7.49113e-05 17.7664
2837 0.0596055 919.065 47.4461 7.49113e-05 17.7538
2838 0.0596804 919.173 47.5149 7.49113e-05 17.7413
2839 0.0597553 919.28 47.5838 7.49113e-05 17.7288
2840 0.0598302 919.387 47.6527 7.49113e-05 17.7164
2841 0.0599052 919.494 47.7215 7.49113e-05 17.7039
2842 0.0599801 919.601 47.7904 7.49113e-05 17.6915
2843 0.060055 919.707 47.8593 7.49113e-05 17.6791
2844 0.0601299 919.813 47.9282 7.49113e-05 17.6667
2845 0.0602048 919.919 47.9971 7.49113e-05 17.6543
2846 0.0602797 920.025 48.066 7.49113e-05 17.642
2847 0.0603546 920.131 48.135 7.49113e-05 17.6296
2848 0.0604295 920.236 48.2039 7.49113e-05 17.6173
2849 0.0605045 920.341 48.2728 7.49113e-05 17.605
2850 0.0605794 920.446 48.3418 7.49113e-05 17.5928
2851 0.0606543 920.551 48.4107 7.49113e-05 17.5805
2852 0.0607292 920.655 48.4797 7.49113e-05 17.5683
2853 0.0608041 920.76 48.5487 7.49113e-05 17.5561
2854 0.060879 920.864 48.6177 7.49113e-05 17.544
2855 0.0609539 920.968 48.6866 7.49113e-05 17.5318
2856 0.0610288 921.071 48.7556 7.49113e-05 17.5197
2857 0.0611037 921.175 48.8246 7.49113e-05 17.5075
2858 0.0611787 921.278 48.8937 7.49113e-05 17.4955
2859 0.0612536 921.381 48.9627 7.49113e-05 17.4834
2860 0.0613285 921.484 49.0317 7.49113e-05 17.4713
2861 0.0614034 921.587 49.1007 7.49113e-05 17.4593
2862 0.0614783 921.689 49.1698 7.49113e-05 17.4473
2863 0.0615532 921.792 49.2388 7.49113e-05 17.4353
2864 0.0616281 921.894 49.3079 7.49113e-05 17.4233
2865 0.061703 921.995 49.3769 7.49113e-05 17.4114
2866 0.0617779 922.097 49.446 7.49113e-05 17.3994
2867 0.0618529 922.198 49.5151 7.49113e-05 17.3875
2868 0.0619278 922.3 49.5842 7.49113e-05 17.3756
2869 0.0620027 922.401 49.6533 7.49113e-05 17.3638
2870 0.0620776 922.502 49.7224 7.49113e-05 17.3519
2871 0.0621525 922.602 49.7915 7.49113e-05 17.3401
2872 0.0622274 922.703 49.8606 7.49113e-05 17.3283
2873 0.0623023 922.803 49.9297 7.49113e-05 17.3165
2874 0.0623772 922.903 49.9989 7.49113e-05 17.3047
2875 0.0624521 923.003 50.068 8.24025e-05 17.293
2876 0.0625345 923.112 50.1441 8.24025e-05 17.2801
2877 0.062617 923.222 50.2201 8.24025e-05 17.2672
2878 0.0626994 923.331 50.2962 8.24025e-05 17.2543
2879 0.0627818 923.44 50.3723 8.24025e-05 17.2415
2880 0.0628642 923.548 50.4484 8.24025e-05 17.2287
2881 0.0629466 923.657 50.5245 8.24025e-05 17.2159
2882 0.063029 923.765 50.6006 8.24025e-05 17.2032
2883 0.0631114 923.873 50.6767 8.24025e-05 17.1904
2884 0.0631938 923.981 50.7529 8.24025e-05 17.1777
2885 0.0632762 924.088 50.829 8.24025e-05 17.165
2886 0.0633586 924.195 50.9052 8.24025e-05 17.1524
2887 0.063441 924.302 50.9813 8.24025e-05 17.1397
2888 0.0635234 924.409 51.0575 8.24025e-05 17.1271
2889 0.0636058 924.516 51.1337 8.24025e-05 17.1145
2890 0.0636882 924.622 51.2099 8.24025e-05 17.1019
2891 0.0637706 924.728 51.2861 8.24025e-05 17.0894
2892 0.063853 924.834 51.3623 8.24025e-05 17.0768
2893 0.0639354 924.94 51.4385 8.24025e-05 17.0643
2894 0.0640178 925.045 51.5147 8.24025e-05 17.0518
2895 0.0641002 925.15 51.5909 8.24025e-05 17.0394
2896 0.0641826 925.255 51.6672 8.24025e-05 17.0269
2897 0.064265 925.36 51.7434 8.24025e-05 17.0145
2898 0.0643474 925.465 51.8197 8.24025e-05 17.0021
2899 0.0644298 925.569 51.8959 8.24025e-05 16.9898
2900 0.0645122 925.673 51.9722 8.24025e-05 16.9774
2901 0.0645946 925.777 52.0485 8.24025e-05 16.9651
2902 0.064677 925.881 52.1248 8.24025e-05 16.9528
2903 0.0647594 925.984 52.2011 8.24025e-05 16.9405
2904 0.0648418 926.087 52.2774 8.24025e-05 16.9282
2905 0.0649242 926.19 52.3537 8.24025e-05 16.916
2906 0.0650066 926.293 52.43 8.24025e-05 16.9038
2907 0.065089 926.396 52.5064 8.24025e-05 16.8916
2908 0.0651714 926.498 52.5827 8.24025e-05 16.8794
2909 0.0652538 926.6 52.6591 8.24025e-05 16.8672
2910 0.0653362 926.702 52.7354 8.24025e-05 16.8551
2911 0.0654186 926.804 52.8118 8.24025e-05 16.843
2912 0.065501 926.905 52.8882 8.24025e-05 16.8309
2913 0.0655834 927.006 52.9645 8.24025e-05 16.8188
2914 0.0656658 927.108 53.0409 8.24025e-05 16.8068
2915 0.0657482 927.208 53.1173 8.24025e-05 16.7948
2916 0.0658306 927.309 53.1937 8.24025e-05 16.7828
2917 0.065913 927.409 53.2702 8.24025e-05 16.7708
2918 0.0659955 927.51 53.3466 8.24025e-05 16.7588
2919 0.0660779 927.61 53.423 8.24025e-05 16.7469
2920 0.0661603 927.709 53.4995 9.06427e-05 16.735
2921 0.0662509 927.819 53.5836 9.06427e-05 16.7219
2922 0.0663415 927.928 53.6677 9.06427e-05 16.7088
2923 0.0664322 928.037 53.7518 9.06427e-05 16.6958
2924 0.0665228 928.146 53.8359 9.06427e-05 16.6828
2925 0.0666135 928.255 53.92 9.06427e-05 16.6698
2926 0.0667041 928.363 54.0042 9.06427e-05 16.6568
2927 0.0667948 928.471 54.0883 9.06427e-05 16.6439
2928 0.0668854 928.579 54.1725 9.06427e-05 16.631
2929 0.066976 928.686 54.2567 9.06427e-05 16.6181
2930 0.0670667 928.794 54.3409 9.06427e-05 16.6052
2931 0.0671573 928.901 54.4251 9.06427e-05 16.5924
2932 0.067248 929.007 54.5093 9.06427e-05 16.5796
2933 0.0673386 929.114 54.5935 9.06427e-05 16.5668
2934 0.0674293 929.22 54.6777 9.06427e-05 16.554
2935 0.0675199 929.326 54.7619 9.06427e-05 16.5413
2936 0.0676105 929.432 54.8462 9.06427e-05 16.5286
2937 0.0677012 929.538 54.9304 9.06427e-05 16.5159
2938 0.0677918 929.643 55.0147 9.06427e-05 16.5032
2939 0.0678825 929.748 55.0989 9.06427e-05 16.4906
2940 0.0679731 929.853 55.1832 9.06427e-05 16.4779
2941 0.0680638 929.958 55.2675 9.06427e-05 16.4653
2942 0.0681544 930.062 55.3518 9.06427e-05 16.4528
2943 0.068245 930.166 55.4361 9.06427e-05 16.4402
2944 0.0683357 930.27 55.5204 9.06427e-05 16.4277
2945 0.0684263 930.374 55.6048 9.06427e-05 16.4152
2946 0.068517 930.478 55.6891 9.06427e-05 16.4027
2947 0.0686076 930.581 55.7734 9.06427e-05 16.3902
2948 0.0686983 930.684 55.8578 9.06427e-05 16.3778
2949 0.0687889 930.787 55.9422 9.06427e-05 16.3654
2950 0.0688795 930.889 56.0265 9.06427e-05 16.353
2951 0.0689702 930.992 56.1109 9.06427e-05 16.3407
2952 0.0690608 931.094 56.1953 9.06427e-05 16.3283
2953 0.0691515 931.196 56.2797 9.06427e-05 16.316
2954 0.0692421 931.297 56.3641 9.06427e-05 16.3037
2955 0.0693328 931.399 56.4485 9.06427e-05 16.2914
2956 0.0694234 931.5 56.533 9.06427e-05 16.2792
2957 0.069514 931.601 56.6174 9.06427e-05 16.267
2958 0.0696047 931.701 56.7019 9.06427e-05 16.2548
2959 0.0696953 931.802 56.7863 9.06427e-05 16.2426
2960 0.069786 931.902 56.8708 9.06427e-05 16.2304
2961 0.0698766 932.002 56.9553 9.06427e-05 16.2183
2962 0.0699673 932.102 57.0397 9.9707e-05 16.2062
2963 0.070067 932.212 57.1327 9.9707e-05 16.1929
2964 0.0701667 932.321 57.2256 9.9707e-05 16.1796
2965 0.0702664 932.43 57.3186 9.9707e-05 16.1663
2966 0.0703661 932.539 57.4116 9.9707e-05 16.1531
2967 0.0704658 932.647 57.5046 9.9707e-05 16.1399
2968 0.0705655 932.756 57.5976 9.9707e-05 16.1268
2969 0.0706652 932.864 57.6906 9.9707e-05 16.1136
2970 0.0707649 932.971 57.7836 9.9707e-05 16.1005
2971 0.0708646 933.079 57.8766 9.9707e-05 16.0874
2972 0.0709643 933.186 57.9697 9.9707e-05 16.0744
2973 0.071064 933.293 58.0627 9.9707e-05 16.0613
2974 0.0711637 933.4 58.1558 9.9707e-05 16.0483
2975 0.0712634 933.506 58.2488 9.9707e-05 16.0353
2976 0.0713631 933.612 58.3419 9.9707e-05 16.0224
2977 0.0714629 933.718 58.435 9.9707e-05 16.0094
2978 0.0715626 933.824 58.5281 9.9707e-05 15.9965
2979 0.0716623 933.929 58.6212 9.9707e-05 15.9837
2980 0.071762 934.035 58.7144 9.9707e-05 15.9708
2981 0.0718617 934.14 58.8075 9.9707e-05 15.958
2982 0.0719614 934.244 58.9006 9.9707e-05 15.9452
2983 0.0720611 934.349 58.9938 9.9707e-05 15.9324
2984 0.0721608 934.453 59.087 9.9707e-05 15.9196
2985 0.0722605 934.557 59.1801 9.9707e-05 15.9069
2986 0.0723602 934.66 59.2733 9.9707e-05 15.8942
2987 0.0724599 934.764 59.3665 9.9707e-05 15.8815
2988 0.0725596 934.867 59.4597 9.9707e-05 15.8689
2989 0.0726593 934.97 59.5529 9.9707e-05 15.8562
2990 0.072759 935.073 59.6462 9.9707e-05 15.8436
2991 0.0728588 935.175 59.7394 9.9707e-05 15.8311
2992 0.0729585 935.277 59.8327 9.9707e-05 15.8185
2993 0.0730582 935.379 59.9259 9.9707e-05 15.806
2994 0.0731579 935.481 60.0192 9.9707e-05 15.7935
2995 0.0732576 935.582 60.1125 9.9707e-05 15.781
2996 0.0733573 935.684 60.2058 9.9707e-05 15.7685
2997 0.073457 935.785 60.2991 9.9707e-05 15.7561
2998 0.0735567 935.885 60.3924 9.9707e-05 15.7437
2999 0.0736564 935.986 60.4857 9.9707e-05 15.7313
3000 0.0737561 936.086 60.579 9.9707e-05 15.7189
3001 0.0738558 936.186 60.6724 9.9707e-05 15.7066
3002 0.0739555 936.286 60.7657 0.000109678 15.6943
3003 0.0740652 936.396 60.8684 0.000109678 15.6808
3004 0.0741749 936.505 60.9711 0.000109678 15.6673
3005 0.0742846 936.614 61.0738 0.000109678 15.6538
3006 0.0743942 936.723 61.1766 0.000109678 15.6404
3007 0.0745039 936.831 61.2793 0.000109678 15.627
3008 0.0746136 936.939 61.3821 0.000109678 15.6136
3009 0.0747233 937.047 61.4848 0.000109678 15.6002
3010 0.074833 937.154 61.5876 0.000109678 15.5869
3011 0.0749426 937.262 61.6904 0.000109678 15.5736
3012 0.0750523 937.369 61.7932 0.000109678 15.5604
3013 0.075162 937.476 61.896 0.000109678 15.5471
3014 0.0752717 937.582 61.9988 0.000109678 15.5339
3015 0.0753813 937.688 62.1017 0.000109678 15.5207
3016 0.075491 937.794 62.2045 0.000109678 15.5076
3017 0.0756007 937.9 62.3074 0.000109678 15.4945
3018 0.0757104 938.005 62.4103 0.000109678 15.4814
3019 0.0758201 938.11 62.5131 0.000109678 15.4683
3020 0.0759297 938.215 62.616 0.000109678 15.4552
3021 0.0760394 938.32 62.7189 0.000109678 15.4422
3022 0.0761491 938.424 62.8219 0.000109678 15.4292
3023 0.0762588 938.528 62.9248 0.000109678 15.4163
3024 0.0763684 938.632 63.0277 0.000109678 15.4033
3025 0.0764781 938.736 63.1307 0.000109678 15.3904
3026 0.0765878 938.839 63.2336 0.000109678 15.3775
3027 0.0766975 938.942 63.3366 0.000109678 15.3647
3028 0.0768072 939.045 63.4396 0.000109678 15.3518
3029 0.0769168 939.147 63.5426 0.000109678 15.339
3030 0.0770265 939.249 63.6456 0.000109678 15.3262
3031 0.0771362 939.351 63.7486 0.000109678 15.3135
3032 0.0772459 939.453 63.8517 0.000109678 15.3008
3033 0.0773555 939.555 63.9547 0.000109678 15.2881
3034 0.0774652 939.656 64.0578 0.000109678 15.2754
3035 0.0775749 939.757 64.1608 0.000109678 15.2627
3036 0.0776846 939.858 64.2639 0.000109678 15.2501
3037 0.0777943 939.958 64.367 0.000109678 15.2375
3038 0.0779039 940.058 64.4701 0.000109678 15.2249
3039 0.0780136 940.158 64.5732 0.000120645 15.2124
3040 0.0781343 940.268 64.6866 0.000120645 15.1986
3041 0.0782549 940.377 64.8001 0.000120645 15.1849
3042 0.0783755 940.486 64.9135 0.000120645 15.1712
3043 0.0784962 940.595 65.027 0.000120645 15.1575
3044 0.0786168 940.704 65.1405 0.000120645 15.1438
3045 0.0787375 940.812 65.254 0.000120645 15.1302
3046 0.0788581 940.92 65.3675 0.000120645 15.1166
3047 0.0789788 941.027 65.481 0.000120645 15.1031
3048 0.0790994 941.135 65.5946 0.000120645 15.0895
3049 0.0792201 941.242 65.7081 0.000120645 15.076
3050 0.0793407 941.348 65.8217 0.000120645 15.0626
3051 0.0794614 941.455 65.9353 0.000120645 15.0491
3052 0.079582 941.561 66.0488 0.000120645 15.0357
3053 0.0797026 941.667 66.1624 0.000120645 15.0223
3054 0.0798233 941.772 66.2761 0.000120645 15.009
3055 0.0799439 941.878 66.3897 0.000120645 14.9956
3056 0.0800646 941.983 66.5033 0.000120645 14.9823
3057 0.0801852 942.087 66.617 0.000120645 14.9691
3058 0.0803059 942.192 66.7306 0.000120645 14.9558
3059 0.0804265 942.296 66.8443 0.000120645 14.9426
3060 0.0805472 942.4 66.958 0.000120645 14.9294
3061 0.0806678 942.504 67.0717 0.000120645 14.9163
3062 0.0807885 942.607 67.1854 0.000120645 14.9032
3063 0.0809091 942.71 67.2992 0.000120645 14.8901
3064 0.0810297 942.813 67.4129 0.000120645 14.877
3065 0.0811504 942.915 67.5266 0.000120645 14.8639
3066 0.081271 943.017 67.6404 0.000120645 14.8509
3067 0.0813917 943.119 67.7542 0.000120645 14.838
3068 0.0815123 943.221 67.868 0.000120645 14.825
3069 0.081633 943.322 67.9818 0.000120645 14.8121
3070 0.0817536 943.424 68.0956 0.000120645 14.7992
3071 0.0818743 943.525 68.2094 0.000120645 14.7863
3072 0.0819949 943.625 68.3233 0.000120645 14.7734
3073 0.0821156 943.725 68.4371 0.000120645 14.7606
3074 0.0822362 943.826 68.551 0.000120645 14.7478
3075 0.0823568 943.925 68.6648 0.00013271 14.7351
3076 0.0824896 944.035 68.7901 0.00013271 14.7211
3077 0.0826223 944.144 68.9154 0.00013271 14.7071
3078 0.082755 944.253 69.0407 0.00013271 14.6931
3079 0.0828877 944.361 69.166 0.00013271 14.6792
3080 0.0830204 944.47 69.2914 0.00013271 14.6653
3081 0.0831531 944.578 69.4167 0.00013271 14.6515
3082 0.0832858 944.685 69.5421 0.00013271 14.6377
3083 0.0834185 944.793 69.6675 0.00013271 14.6239
3084 0.0835512 944.899 69.7928 0.00013271 14.6101
3085 0.0836839 945.006 69.9182 0.00013271 14.5964
3086 0.0838167 945.113 70.0437 0.00013271 14.5827
3087 0.0839494 945.219 70.1691 0.00013271 14.5691
3088 0.0840821 945.324 70.2945 0.00013271 14.5554
3089 0.0842148 945.43 70.42 0.00013271 14.5419
3090 0.0843475 945.535 70.5455 0.00013271 14.5283
3091 0.0844802 945.64 70.671 0.00013271 14.5148
3092 0.0846129 945.744 70.7965 0.00013271 14.5013
3093 0.0847456 945.849 70.922 0.00013271 14.4878
3094 0.0848783 945.953 71.0475 0.00013271 14.4743
3095 0.085011 946.056 71.1731 0.00013271 14.4609
3096 0.0851438 946.16 71.2986 0.00013271 14.4476
3097 0.0852765 946.263 71.4242 0.00013271 14.4342
3098 0.0854092 946.366 71.5498 0.00013271 14.4209
3099 0.0855419 946.468 71.6754 0.00013271 14.4076
3100 0.0856746 946.57 71.801 0.00013271 14.3943
3101 0.0858073 946.672 71.9266 0.00013271 14.3811
3102 0.08594 946.774 72.0523 0.00013271 14.3679
3103 0.0860727 946.875 72.1779 0.00013271 14.3547
3104 0.0862054 946.976 72.3036 0.00013271 14.3416
3105 0.0863381 947.077 72.4293 0.00013271 14.3285
3106 0.0864709 947.178 72.5549 0.00013271 14.3154
3107 0.0866036 947.278 72.6807 0.00013271 14.3023
3108 0.0867363 947.378 72.8064 0.000145981 14.2893
3109 0.0868823 947.487 72.9447 0.000145981 14.275
3110 0.0870282 947.597 73.083 0.000145981 14.2608
3111 0.0871742 947.705 73.2213 0.000145981 14.2466
3112 0.0873202 947.814 73.3597 0.000145981 14.2324
3113 0.0874662 947.922 73.4981 0.000145981 14.2182
3114 0.0876122 948.03 73.6365 0.000145981 14.2041
3115 0.0877581 948.138 73.7749 0.000145981 14.19
3116 0.0879041 948.245 73.9133 0.000145981 14.176
3117 0.0880501 948.352 74.0517 0.000145981 14.1619
3118 0.0881961 948.459 74.1902 0.000145981 14.148
3119 0.0883421 948.565 74.3286 0.000145981 14.134
3120 0.088488 948.671 74.4671 0.000145981 14.1201
3121 0.088634 948.777 74.6056 0.000145981 14.1062
3122 0.08878 948.882 74.7441 0.000145981 14.0924
3123 0.088926 948.987 74.8826 0.000145981 14.0786
3124 0.089072 949.092 75.0212 0.000145981 14.0648
3125 0.0892179 949.196 75.1597 0.000145981 14.051
3126 0.0893639 949.3 75.2983 0.000145981 14.0373
3127 0.0895099 949.404 75.4369 0.000145981 14.0236
3128 0.0896559 949.507 75.5755 0.000145981 14.01
3129 0.0898019 949.61 75.7141 0.000145981 13.9964
3130 0.0899479 949.713 75.8527 0.000145981 13.9828
3131 0.0900938 949.816 75.9914 0.000145981 13.9692
3132 0.0902398 949.918 76.1301 0.000145981 13.9557
3133 0.0903858 950.02 76.2687 0.000145981 13.9422
3134 0.0905318 950.121 76.4074 0.000145981 13.9288
3135 0.0906778 950.222 76.5461 0.000145981 13.9153
3136 0.0908237 950.323 76.6849 0.000145981 13.9019
3137 0.0909697 950.424 76.8236 0.000145981 13.8886
3138 0.0911157 950.524 76.9623 0.000145981 13.8752
3139 0.0912617 950.624 77.1011 0.000145981 13.8619
3140 0.0914077 950.724 77.2399 0.000160579 13.8487
3141 0.0915682 950.834 77.3926 0.000160579 13.8341
3142 0.0917288 950.943 77.5453 0.000160579 13.8196
3143 0.0918894 951.051 77.698 0.000160579 13.8051
3144 0.09205 951.16 77.8507 0.000160579 13.7907
3145 0.0922106 951.268 78.0034 0.000160579 13.7763
3146 0.0923711 951.375 78.1562 0.000160579 13.7619
3147 0.0925317 951.483 78.309 0.000160579 13.7475
3148 0.0926923 951.59 78.4618 0.000160579 13.7332
3149 0.0928529 951.696 78.6146 0.000160579 13.719
3150 0.0930135 951.802 78.7674 0.000160579 13.7048
3151 0.093174 951.908 78.9203 0.000160579 13.6906
3152 0.0933346 952.014 79.0731 0.000160579 13.6764
3153 0.0934952 952.119 79.226 0.000160579 13.6623
3154 0.0936558 952.224 79.3789 0.000160579 13.6482
3155 0.0938164 952.328 79.5318 0.000160579 13.6342
3156 0.0939769 952.433 79.6848 0.000160579 13.6201
3157 0.0941375 952.537 79.8377 0.000160579 13.6062
3158 0.0942981 952.64 79.9907 0.000160579 13.5922
3159 0.0944587 952.743 80.1437 0.000160579 13.5783
3160 0.0946192 952.846 80.2967 0.000160579 13.5644
3161 0.0947798 952.949 80.4497 0.000160579 13.5506
3162 0.0949404 953.051 80.6027 0.000160579 13.5368
3163 0.095101 953.153 80.7558 0.000160579 13.523
